Alahap,https://www.google.co.id/maps/place/Alahap/,https://lh5.googleusercontent.com/p/AF1QipOB8M5Vu-9xWXjU8NLMW0Uxm6GrBuRG1D4mki59=w408-h510-k-no,Nasi goreng restaurant,"Jl. Benda No.20c, RT.6/RW.4, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560, Indonesia",alahap.business.site,+62 21 27870936,"PRF8+P8 East Cilandak, South Jakarta City, Jakarta, Indonesia"
Warung Nasi Goreng Kemang,https://www.google.co.id/maps/place/Warung+Nasi+Goreng+Kemang/,https://lh5.googleusercontent.com/p/AF1QipM49OOwtWLVIJwqDeWHgBHhbNI5VTixx8SEi7UJ=w408-h306-k-no,Restaurant,"Jl. Kemang Utara No.5C, RW.1, Bangka, Kec. Mampang Prpt., Jakarta, Daerah Khusus Ibukota Jakarta 12730, Indonesia",ngkemang.wix.com,+62 819-0809-1158,"PRV8+3F Bangka, South Jakarta City, Jakarta, Indonesia"
Ruma Eatery,https://www.google.co.id/maps/place/Ruma+Eatery/,https://lh5.googleusercontent.com/p/AF1QipOfIEyFq8HWNq0jgCmPzAYCshiXjGtjSEcDyOIu=w408-h272-k-no,Restaurant,"Jl. Cipaku I No.16A, RT.1/RW.4, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia",rumacatering.com,+62 21 27085415,"QR67+4C Petogogan, South Jakarta City, Jakarta, Indonesia"
Nasi Kebuli Indosat,https://www.google.co.id/maps/place/Nasi+Kebuli+Indosat/,https://lh5.googleusercontent.com/p/AF1QipPmh4vCLFvgwY278eW1cN6dJFD1hVmxuilKL-J1=w408-h408-k-no,Diner,"Jalan Kebagusan Raya No.7, Pasar Minggu, RT.5/RW.1, Kebagusan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550, Indonesia","PR2G+XH Kebagusan, South Jakarta City, Jakarta, Indonesia",Claim this business,Reviews
Dapur Semanggen,https://www.google.co.id/maps/place/Dapur+Semanggen/,https://lh5.googleusercontent.com/p/AF1QipPAOdyCFKBHA9M1eQNbpXooDA9TGOfgYHr5zZep=w408-h285-k-no,Caterer,"Jl. W No.41, RT.7/RW.11, Kb. Baru, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12830, Indonesia",dapursemanggen.com,+62 818-0740-3575,"QV67+M5 Kebon Baru, South Jakarta City, Jakarta, Indonesia"
Nasi Kulit CEMANI,https://www.google.co.id/maps/place/Nasi+Kulit+CEMANI/,https://lh5.googleusercontent.com/p/AF1QipOPv-fTDGBLb8Vzu27yH_T7B75vcZEDgW31xMGP=w426-h240-k-no,Restaurant,"Jl. Pedurenan Masjid 2 No.4, RW.4, Kuningan, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",+62 811-1855-540,"QRHH+FC Karet Kuningan, South Jakarta City, Jakarta, Indonesia",Reviews
"Warung Boma Fatmawati,Nasi Pecel Pincuk Anget Madiun","https://www.google.co.id/maps/place/Warung+Boma+Fatmawati,Nasi+Pecel+Pincuk+Anget+Madiun/",https://lh5.googleusercontent.com/p/AF1QipNTIj5Tg-gCOe8ykcqioD5umA3uNNdDJB_SfJyz=w408-h306-k-no,Pecel lele restaurant,"Jl. RS. Fatmawati Raya No.36 B, RW.5, Gandaria Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12420, Indonesia",+62 812-8055-0004,"PQGX+G2 South Gandaria, South Jakarta City, Jakarta, Indonesia",Claim this business
Warung Nasi Ibu Ida,https://www.google.co.id/maps/place/Warung+Nasi+Ibu+Ida/,https://lh5.googleusercontent.com/p/AF1QipPfXQ7psDG9prxj_uZ0ggQHwY6tApjhd1qZg-do=w426-h240-k-no,Diner,"Jl. Mimosa IX, no 52F RT.3/RW.5, Kalibata, RT.3/RW.5, Kalibata Pulo, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12740, Indonesia",+62 821-3490-3444,"PRHJ+JV Pancoran, South Jakarta City, Jakarta, Indonesia",Reviews
"Nasi Ulam, Nasi Uduk & Nasi Kebuli ""ALA BETAWI"" Kampung Baru","https://www.google.co.id/maps/place/Nasi+Ulam,+Nasi+Uduk+%26+Nasi+Kebuli+%22ALA+BETAWI%22+Kampung+Baru/",https://lh5.googleusercontent.com/p/AF1QipMLWJk3NfzPPDFrMSteICYNlNM7h60dGnhzObVm=w408-h306-k-no,Nasi uduk restaurant,"Jl. H. Soleh II Ujung No.75, RT.4/RW.3, Sukabumi Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11560, Indonesia",+62 813-1757-1776,"QQHF+7H South Sukabumi, West Jakarta City, Jakarta, Indonesia",Claim this business
Warung BLEKOK CIPETE,https://www.google.co.id/maps/place/Warung+BLEKOK+CIPETE/,https://lh5.googleusercontent.com/p/AF1QipOF2OhW5qzANszdC2Qs014AFPAfEXmrlKh-m1MC=w426-h240-k-no,Indonesian restaurant,"Jl. Cipete Dalam 2 No.29, RT.6/RW.4, Cipete Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12410, Indonesia",business.site,+62 857-7413-4007,"PRF2+7Q South Cipete, South Jakarta City, Jakarta, Indonesia"
Bogana Milka,https://www.google.co.id/maps/place/Bogana+Milka/,https://lh5.googleusercontent.com/p/AF1QipNkCFZtpx_DN4oEMKww1VzU7vZjkkHYnENl7oqW=w408-h544-k-no,Bakso restaurant,"Jl. H.NAWI RAYA N0. 4, RT.1/RW.9, Gandaria Sel., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140, Indonesia",bogana-milka.business.site,+62 21 29124886,"PQPW+9H South Gandaria, South Jakarta City, Jakarta, Indonesia"
Warung Nasi Rawon Panas Maoet Bu Tarum,https://www.google.co.id/maps/place/Warung+Nasi+Rawon+Panas+Maoet+Bu+Tarum/,https://lh5.googleusercontent.com/p/AF1QipNQKlS13u9_mnvDlM2dgjw6yLA3DTyzsZthGbEc=w408-h306-k-no,Indonesian restaurant,"Jl. Manggarai Utara 4 No.7, RT.5/RW.1, Manggarai, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12850, Indonesia",business.site,+62 852-1555-5631,"QVQ3+3W Manggarai, South Jakarta City, Jakarta, Indonesia"
Nasi Uduk Bu Tien,https://www.google.co.id/maps/place/Nasi+Uduk+Bu+Tien/,https://lh5.googleusercontent.com/p/AF1QipOTcNNMTCAJGBNmv6dxqF_GWqmZa7T8loArEVex=w408-h725-k-no,Betawi restaurant,"Jl. Terogong I No.34, RT.6/RW.10, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia","PQCV+5J West Cilandak, South Jakarta City, Jakarta, Indonesia",Claim this business,Reviews
Nasi Kulit Syuurga,https://www.google.co.id/maps/place/Nasi+Kulit+Syuurga/,https://lh5.googleusercontent.com/p/AF1QipM8SDF3MCNwb3dlzrYeVvvhWWdfjU5kWOYVAuKB=w408-h544-k-no,Restaurant,"Jl. Tebet Utara I No.30c, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810, Indonesia",+62 859-6000-0192,"QVF3+43 East Tebet, South Jakarta City, Jakarta, Indonesia",Claim this business
Nasi Kuning Cakalang OMA,https://www.google.co.id/maps/place/Nasi+Kuning+Cakalang+OMA/,https://lh5.googleusercontent.com/p/AF1QipOMTOjpUoMVC0P2izjHQrltJUUtCYoSYOjDtIe1=w426-h240-k-no,Indonesian restaurant,"Jl. Cikajang No.74, RT.13/RW.6, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia",nasikuningoma.com,+62 878-7755-8416,"QR45+RH Petogogan, South Jakarta City, Jakarta, Indonesia"
Nasi Kuning Ambon / Condet,https://www.google.co.id/maps/place/Nasi+Kuning+Ambon+%2F+Condet/,https://lh5.googleusercontent.com/p/AF1QipMGaFZq9X9N80KSLQzj61im9ETKiNLh6OuhCVNG=w426-h240-k-no,Indonesian restaurant,"5, Jl. Raya Condet No.30, RT.5/RW.4, Batu Ampar, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13520, Indonesia",+62 813-8922-8332,"PVH5+22 Batu Ampar, East Jakarta City, Jakarta, Indonesia",Claim this business
Nasi Uduk Ayam Goreng Kampung Melayu,https://www.google.co.id/maps/place/Nasi+Uduk+Ayam+Goreng+Kampung+Melayu/,https://lh3.googleusercontent.com/proxy/Guxhi7JOvoGaOTbsvdwsf3jRY_xrl2BVS8gKmqtHhVf5IHK3CaQvwtKnRpvzRgElfLh5t1L4YV3S61-XFLL9EPPLtDA4TTeBQnsYT6cqA6MuZvG_yfA507TxcPwWwMH099JO0bWQA6rBI1xKxyn4-Hlci0YYTQ=w408-h306-k-no,Betawi restaurant,"Jalan Kampung Melayu Besar 1, Tebet, RT.1/RW.1, Bukit Duri, Jakarta Selatan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12830, Indonesia","QVF7+V4 Bukit Duri, South Jakarta City, Jakarta, Indonesia",Claim this business,Reviews
Nasi Kuning Mbok Rum Komando,https://www.google.co.id/maps/place/Nasi+Kuning+Mbok+Rum+Komando/,https://lh5.googleusercontent.com/p/AF1QipNu8d_bMcIILFo8TsTRJp6ALIEkuF8HQHHQDwG3=w519-h240-k-no,Restaurant,"Jl. Komando III/2 No.39, RT.11/RW.3, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920, Indonesia",+62 812-1959-8012,"QRMG+R4 Karet Kuningan, South Jakarta City, Jakarta, Indonesia",Claim this business
Dapur Bunda Valen.,https://www.google.co.id/maps/place/Dapur+Bunda+Valen./,https://lh5.googleusercontent.com/p/AF1QipPWsWKkCBhqb2E4CClRjAviJqvFYSJhAZFdfuAB=w408-h725-k-no,Nasi uduk restaurant,"Jl. Palapa XI No.38, RT.9/RW.5, Ps. Minggu, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520, Indonesia",+62 877-8180-5005,"PR6Q+25 Pasar Minggu, South Jakarta City, Jakarta, Indonesia",Reviews
Katering Nasi Kentjana - Kebagusan,https://www.google.co.id/maps/place/Katering+Nasi+Kentjana+-+Kebagusan/,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,Catering food and drink supplier,"Mesjid Nurul Taubah, Jl Kebagusan 3 no 104A RT08/RW05 Kompleks Taman, RT.8/RW.6, Kebagusan, Kec. Ps. Minggu, Jakarta, Daerah Khusus Ibukota Jakarta 12520, Indonesia",nasikentjana.com,+62 811-9252-828,"MRRH+PW Kebagusan, South Jakarta City, Jakarta, Indonesia"
Nasi Begadang,https://www.google.co.id/maps/place/Nasi+Begadang/,https://lh5.googleusercontent.com/p/AF1QipOAg1DTHmOV3NvF5OH2i4fZ918QBQeuiY2JlADt=w411-h240-k-no,Indonesian restaurant,"Jl. Pal Batu Raya No.5, RT.13/RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960, Indonesia",+62 821-1122-9234,"QRGW+62 Menteng Dalam, South Jakarta City, Jakarta, Indonesia",Claim this business
Kedai Nasi Kuning Asik 46,https://www.google.co.id/maps/place/Kedai+Nasi+Kuning+Asik+46/,https://lh5.googleusercontent.com/p/AF1QipM2DLGZUNy7TDb3NCrL3my5kG_8vEbhHJEbFI7l=w408-h271-k-no,Indonesian restaurant,"Jl. Teratai Raya No.46, Depok Jaya, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16432, Indonesia",business.site,+62 812-1069-2001,"JR68+8J Depok Jaya, Depok City, West Java, Indonesia"
Prapanca Catering,https://www.google.co.id/maps/place/Prapanca+Catering/,https://lh5.googleusercontent.com/p/AF1QipNNfAV2u5YMTLveRByi9nQIGqmR73kMyE1vj-Ba=w408-h306-k-no,Caterer,"Jl. Nipah XV No.3, RT.11/RW.1, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170, Indonesia",prapancacatering.com,+62 816-1939-520,"QR24+XJ Petogogan, South Jakarta City, Jakarta, Indonesia"
Catering Masakan Rumahan,https://www.google.co.id/maps/place/Catering+Masakan+Rumahan/,https://lh5.googleusercontent.com/p/AF1QipPrnm0cpWeHS4RmgG_9-szdfuuyFApulUazgwgT=w426-h240-k-no,Caterer,"Jalan Rawajati Timur 1, Gg. Madrasah No.33, RT.5/RW.1, Kalibata, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750, Indonesia",masakan-rumahan.com,masakan-rumahan.com,+62 812-9179-3131
Kedai Nasi Bakar Cinere,https://www.google.co.id/maps/place/Kedai+Nasi+Bakar+Cinere/,https://lh5.googleusercontent.com/p/AF1QipMmfDFBLvzrI7ymqFkvO8HbgTAJkyNBk8RBhrIp=w408-h366-k-no,Javanese restaurant,"Jl. Bhotoh No.42, Gandul, Kec. Cinere, Kota Depok, Jawa Barat 16512, Indonesia",+62 898-6271-822,"MQ5R+FQ Gandul, Depok City, West Java, Indonesia",Reviews
Nasi Uduk Ibu Rohati Cilandak,https://www.google.co.id/maps/place/Nasi+Uduk+Ibu+Rohati+Cilandak/,https://lh5.googleusercontent.com/p/AF1QipNyqwZOeSh3Sa7TZssephhC6xi6OZl2gKaTsOh8=w505-h240-k-no,Betawi restaurant,"Meruyung, Limo, Depok City, West Java 16515, Indonesia",Open now:  Open 24 hours,Find a table,Menu
Nasi Kotak,https://www.google.co.id/maps/place/Nasi+Kotak/,https://lh5.googleusercontent.com/p/AF1QipMyPiMoFE_peCFdpuGr0y8ZLDB71R-3MiFhKRIz=w408-h408-k-no,Catering food and drink supplier,Open now:  Open 24 hours,Reviews,"Catering Nasi Box Murah
3.0(2)
Caterer","Dapur Solo Semanggi
4.4(29)
Delivery Restaurant"
Warung Nasi Kuning Asih,https://www.google.co.id/maps/place/Warung+Nasi+Kuning+Asih/,https://lh5.googleusercontent.com/p/AF1QipNHDF0pHkAafrmhhiVvZg0Fq6Is6w85YLeGY6aK=w408-h544-k-no,Betawi restaurant,"Jl. Andong I RT.5/RW.7 No.1, Kota Bambu Selatan, Palmerah, RT.5/RW.7, Kota Bambu Sel., Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11420, Indonesia",+62 899-1164-011,"RR72+4J South Bambu City, West Jakarta City, Jakarta, Indonesia",Claim this business
Nasi Kotak Jakarta,https://www.google.co.id/maps/place/Nasi+Kotak+Jakarta/,https://lh5.googleusercontent.com/p/AF1QipOTd9DzzuQ9HXqpte8X84IugbB2rb7jC8o9GrCx=w408-h362-k-no,Caterer,"Jalan Mawar 2 No 36 RT 05 RW 13 Bintaro Pesanggrahan, RT.5/RW.13, Rempoa, Kec. Ciputat Tim., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330, Indonesia",nasikotakboxjakarta.blogspot.co.id,+62 822-1112-3900,"PQ77+4V Rempoa, South Tangerang City, Banten, Indonesia"
Nasi Box Jakarta - RM. Telaga Sari,https://www.google.co.id/maps/place/Nasi+Box+Jakarta+-+RM.+Telaga+Sari/,https://lh5.googleusercontent.com/p/AF1QipNNV4Or5cU3oF5tTRe7K6N1BtcEKK4AiDDXirXT=w408-h544-k-no,Padang restaurant,"Jl. Pejaten Raya No.11e, RT.13/RW.7, Ps. Minggu, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520, Indonesia",nasiboxjakartaselatan.com,+62 21 78830172,"PRCJ+FM Pasar Minggu, South Jakarta City, Jakarta, Indonesia"
Rumah Makan Seroja,https://www.google.co.id/maps/place/Rumah+Makan+Seroja/,https://lh4.googleusercontent.com/proxy/dEzQDU_csHmJuW0p-4yC3oDO1wV-eWo33SFUyv-VriflmxJ72WwVcGLUutvV08TVZn1_D3N9--Rtoq4fLo-yRqePrfYCrwURqP78aJQX-bnZdp42Ck8T9HBER5COtRby26E67GuTqic2eKb8I1lMkxQDTPdu0w=w408-h306-k-no,Javanese restaurant,"Jl. Taman Setia Budi II No.499, RT.1/RW.2, Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12910, Indonesia",+62 21 29035966,"QRRG+5X Setia Budi, South Jakarta City, Jakarta, Indonesia",Claim this business
"Catering Nasi Box di Jakarta Selatan, Catering Sehat Harian Jakarta Selatan","https://www.google.co.id/maps/place/Catering+Nasi+Box+di+Jakarta+Selatan,+Catering+Sehat+Harian+Jakarta+Selatan/",https://lh5.googleusercontent.com/p/AF1QipN84q9J3bm48aqJ1FaU32X3QZONg144PM503AoM=w408-h408-k-no,Mobile caterer,"Rambutan Residen, RT.12/RW.6, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150, Indonesia",eatever.com,+62 857-8842-6450,"PRQ6+C6 North Cipete, South Jakarta City, Jakarta, Indonesia"
Resep Keluarga Mang Didi,https://www.google.co.id/maps/place/Resep+Keluarga+Mang+Didi/,https://lh5.googleusercontent.com/p/AF1QipMMkwwrGdf_CAaFEmaslE5UO2W-VfK3PBEcGfLa=w408-h544-k-no,Sundanese restaurant,"Jl. Lebak Bulus Raya No.1 No.9, RT.1/RW.1, Lb. Bulus, Kec. Cilandak, Kota Jakarta Selatan, Aceh 12430, Indonesia",+62 857-1516-4756,"PQ3M+28 Lebak Bulus, South Jakarta City, Jakarta, Indonesia",Reviews
Si Kuning Mantan,https://www.google.co.id/maps/place/Si+Kuning+Mantan/,https://lh5.googleusercontent.com/p/AF1QipOq3wjMGzE6CheRBb91yKtqWesdFGnlqr974VF9=w408-h338-k-no,Catering food and drink supplier,"Jl. Matraman Dalam III No.24-25, RT.7/RW.7, Pegangsaan, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320, Indonesia",Menu,sikuningmantan.com,+62 852-8738-4177
Catering Masakan Rumahan,https://www.google.co.id/maps/place/Catering+Masakan+Rumahan/,https://lh5.googleusercontent.com/p/AF1QipPrnm0cpWeHS4RmgG_9-szdfuuyFApulUazgwgT=w426-h240-k-no,Caterer,"Jalan Rawajati Timur 1, Gg. Madrasah No.33, RT.5/RW.1, Kalibata, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750, Indonesia",masakan-rumahan.com,masakan-rumahan.com,+62 812-9179-3131
Royal Tumpeng,https://www.google.co.id/maps/place/Royal+Tumpeng/,https://lh5.googleusercontent.com/p/AF1QipMrG2fcEdOOsbC_u4t2T6yi6pANkKgKHc9XE2lA=w408-h271-k-no,Caterer,"Jalan Merak 3 No 52 Lantai 3 RT 10/05 Inkopol, Jalan Jakasampurna, RT.002/RW.006B, Jakasampurna, Kec. Bekasi Bar., Kota Bks, Jawa Barat 17145, Indonesia",Find a table,royaltumpeng.com,Menu
Kedai Nasi Bakar Cinere,https://www.google.co.id/maps/place/Kedai+Nasi+Bakar+Cinere/,https://lh5.googleusercontent.com/p/AF1QipMmfDFBLvzrI7ymqFkvO8HbgTAJkyNBk8RBhrIp=w408-h366-k-no,Javanese restaurant,"Jl. Bhotoh No.42, Gandul, Kec. Cinere, Kota Depok, Jawa Barat 16512, Indonesia",+62 898-6271-822,"MQ5R+FQ Gandul, Depok City, West Java, Indonesia",Reviews
Nasi Kotak,https://www.google.co.id/maps/place/Nasi+Kotak/,https://lh5.googleusercontent.com/p/AF1QipMyPiMoFE_peCFdpuGr0y8ZLDB71R-3MiFhKRIz=w408-h408-k-no,Catering food and drink supplier,Open now:  Open 24 hours,Reviews,"Catering Nasi Box Murah
3.0(2)
Caterer","Dapur Solo Semanggi
4.4(29)
Delivery Restaurant"
Nasi Kotak Jakarta,https://www.google.co.id/maps/place/Nasi+Kotak+Jakarta/,https://lh5.googleusercontent.com/p/AF1QipOTd9DzzuQ9HXqpte8X84IugbB2rb7jC8o9GrCx=w408-h362-k-no,Caterer,"Jalan Mawar 2 No 36 RT 05 RW 13 Bintaro Pesanggrahan, RT.5/RW.13, Rempoa, Kec. Ciputat Tim., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330, Indonesia",nasikotakboxjakarta.blogspot.co.id,+62 822-1112-3900,"PQ77+4V Rempoa, South Tangerang City, Banten, Indonesia"
Nasi Uduk Janda Tanjung Duren,https://www.google.co.id/maps/place/Nasi+Uduk+Janda+Tanjung+Duren/,https://lh5.googleusercontent.com/p/AF1QipMW5dcLNpr1rQAEZLIC13Bx1RDrXyHbJ_3AzEOa=w408-h306-k-no,Nasi uduk restaurant,"RT.1/RW.4, North Tanjung Duren, Grogol petamburan, West Jakarta City, Jakarta 11470, Indonesia",+62 812-9662-1899,"RQGM+F4 North Tanjung Duren, West Jakarta City, Jakarta, Indonesia",Claim this business
Nasi Box Jakarta - RM. Telaga Sari,https://www.google.co.id/maps/place/Nasi+Box+Jakarta+-+RM.+Telaga+Sari/,https://lh5.googleusercontent.com/p/AF1QipNNV4Or5cU3oF5tTRe7K6N1BtcEKK4AiDDXirXT=w408-h544-k-no,Padang restaurant,"Jl. Pejaten Raya No.11e, RT.13/RW.7, Ps. Minggu, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520, Indonesia",nasiboxjakartaselatan.com,+62 21 78830172,"PRCJ+FM Pasar Minggu, South Jakarta City, Jakarta, Indonesia"
Rumah Makan Seroja,https://www.google.co.id/maps/place/Rumah+Makan+Seroja/,https://lh4.googleusercontent.com/proxy/dEzQDU_csHmJuW0p-4yC3oDO1wV-eWo33SFUyv-VriflmxJ72WwVcGLUutvV08TVZn1_D3N9--Rtoq4fLo-yRqePrfYCrwURqP78aJQX-bnZdp42Ck8T9HBER5COtRby26E67GuTqic2eKb8I1lMkxQDTPdu0w=w408-h306-k-no,Javanese restaurant,"Jl. Taman Setia Budi II No.499, RT.1/RW.2, Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12910, Indonesia",+62 21 29035966,"QRRG+5X Setia Budi, South Jakarta City, Jakarta, Indonesia",Claim this business
"Catering Nasi Box di Jakarta Selatan, Catering Sehat Harian Jakarta Selatan","https://www.google.co.id/maps/place/Catering+Nasi+Box+di+Jakarta+Selatan,+Catering+Sehat+Harian+Jakarta+Selatan/",https://lh5.googleusercontent.com/p/AF1QipN84q9J3bm48aqJ1FaU32X3QZONg144PM503AoM=w408-h408-k-no,Mobile caterer,"Rambutan Residen, RT.12/RW.6, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150, Indonesia",eatever.com,+62 857-8842-6450,"PRQ6+C6 North Cipete, South Jakarta City, Jakarta, Indonesia"
Soto-Sop,https://www.google.co.id/maps/place/Soto-Sop/,https://lh5.googleusercontent.com/p/AF1QipPC8qV2jq97broTtSJWjaHM8jyjId0UHARh10F8=w428-h240-k-no,Soup shop,"AM Food Rest Public, Jl. Raya Mabes Hankam No.32-33, RT.2/RW.3, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13890, Indonesia",soto-sop.business.site,+62 812-6712-9068,"MWQ3+2J Ceger, East Jakarta City, Jakarta, Indonesia"
Resep Keluarga Mang Didi,https://www.google.co.id/maps/place/Resep+Keluarga+Mang+Didi/,https://lh5.googleusercontent.com/p/AF1QipMMkwwrGdf_CAaFEmaslE5UO2W-VfK3PBEcGfLa=w408-h544-k-no,Sundanese restaurant,"Jl. Lebak Bulus Raya No.1 No.9, RT.1/RW.1, Lb. Bulus, Kec. Cilandak, Kota Jakarta Selatan, Aceh 12430, Indonesia",+62 857-1516-4756,"PQ3M+28 Lebak Bulus, South Jakarta City, Jakarta, Indonesia",Reviews
Si Kuning Mantan,https://www.google.co.id/maps/place/Si+Kuning+Mantan/,https://lh5.googleusercontent.com/p/AF1QipOq3wjMGzE6CheRBb91yKtqWesdFGnlqr974VF9=w408-h338-k-no,Catering food and drink supplier,"Jl. Matraman Dalam III No.24-25, RT.7/RW.7, Pegangsaan, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320, Indonesia",Menu,sikuningmantan.com,+62 852-8738-4177
Remboelan - Street Gallery,https://www.google.co.id/maps/place/Remboelan+-+Street+Gallery/,https://lh5.googleusercontent.com/p/AF1QipOMzJWnNKjr4DY8rFoXxBJGpjmMdK4ci3X9kapr=w408-h306-k-no,Indonesian restaurant,"Street Gallery, Kby. Lama,, Jalan Metro Pondok Indah, RT.1/RW.16, Pondok Pinang, Kebayoran Lama, RT.1/RW.16, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia",Closed.  Opens at 10:00 am,remboelan.com,+62 21 29529737
Dapur Panglima Spesialis Nasi Kotak,https://www.google.co.id/maps/place/Dapur+Panglima+Spesialis+Nasi+Kotak/,https://lh5.googleusercontent.com/p/AF1QipMFdKBFIIFUTogAO3AEzekXPOkTeo-MN37YeJGB=w408-h306-k-no,Caterer,"Jl. Triloka VI No.1, RT.3/RW.4, Pancoran, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780, Indonesia",dapurpanglima.com,Menu,dapurpanglima.com
Catering Harian,https://www.google.co.id/maps/place/Catering+Harian/,https://lh5.googleusercontent.com/p/AF1QipOe_OPEByHAqU74uw9ZYWWgHgmvDI4JQWG0ZFam=w427-h240-k-no,Catering food and drink supplier,"Jl. Rawajati Timur I, RT.5/RW.1, Rawajati, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750, Indonesia",catering-harian.com,+62 812-9179-3131,"PVR4+JV Rawajati, South Jakarta City, Jakarta, Indonesia"
Rumah Makan Betawi Hj. Aliyah,https://www.google.co.id/maps/place/Rumah+Makan+Betawi+Hj.+Aliyah/,https://lh5.googleusercontent.com/p/AF1QipOs8uokyQ7KiVmdYTvRgYD3lNnzMOjhOeEpxZjr=w408-h725-k-no,Betawi restaurant,"12150 Jalan H. Tolib No. 16, RT.1/RW.10, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12410, Indonesia",business.site,+62 21 7210955,"PRM6+JX North Cipete, South Jakarta City, Jakarta, Indonesia"
Roemah Soto & Sop Ayam Kuning Joglo,https://www.google.co.id/maps/place/Roemah+Soto+%26+Sop+Ayam+Kuning+Joglo/,https://lh5.googleusercontent.com/p/AF1QipMHFGcSSaYF7QEz8Y1oAMeOlgQ2cmkuXiNfR5FL=w408-h306-k-no,Soto ayam restaurant,"Jl. Salihara No.13, RT.3/RW.3, Ps. Minggu, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520, Indonesia",+62 877-8011-4115,"PR9Q+27 Pasar Minggu, South Jakarta City, Jakarta, Indonesia",Reviews
